color,number,comment
#E9DDF6,S1128,PLST Orchid
#D9CDF6,S1129,LT Lilac
#6830AD,S1130,Violet Blue
#4C1C67,S1131,Purple Accent
#48219D,S1132,Bright Sky
#311B7C,S1133,Dark Royal Blue
#F2ADE1,S1134,Azalea Pink
#BA5BC0,S1135,Amethyst
#9A41A3,S1136,Plum
#F3E7F9,S1137,White
#E9A9E6,S1138,Pink
#C58ED8,S1139,Medium Tulip
#763092,S1140,Deep Purple
#701E8D,S1141,Violet
#F26BD3,S1142,clWhite
#E63CBA,S1143,Crimson
#E01F9A,S1144,Ruby Glint
#7C31AA,S1145,Medium Purple
#F6D5F6,S1146,Arden Lavender
#F8A8ED,S1147,Orchid Pink
#D74CC1,S1148,Deep Mauve
#B43CA1,S1149,Tulip
#DFA3DC,S1150,Pink
#FEF1EB,S1151,Shell
#FEFAF0,S1152,Natural White
#FDFEF8,S1153,Iced Silver
#F9FEC8,S1154,Flite Green
#F9D587,S1155,Blond
#F2F6D3,S1156,Grass Green 4
#FFDB8A,S1157,Glow
#FFF6D0,S1158,Cream
#EED1A7,S1159,Ivory
#B0AF79,S1160,Sage Green
#FFF5DE,S1161,Light Cream
#FEE4B7,S1162,Shrimp Pink
#F9D19C,S1163,Impala
#FBE2A6,S1164,Blonde
#F2A55A,S1165,Pale Gold
#FAECCA,S1166,Pale Gold
#F39951,S1167,Sunflower
#DFA24C,S1168,Gold
#FFFDF5,S1169,Eggshell
#FFFCD2,S1170,Citrus Very Light
#F7F7AF,S1171,Light Lemon
#EDECD7,S1172,Ecru
#C9936D,S1173,Dk. Ecru
#F2A150,S1174,Pale Gold
#894A33,S1175,Dirty Penny
#FFF6B9,S1176,Pale Yellow
#FFFBC4,S1177,Pastel Yellow
#F5E170,S1178,Yellow Cream
#EAAE2A,S1179,Yellow
#FFEA4A,S1180,Hawaiian Sunrise
#FDE782,S1181,clWhite
#F8F98B,S1182,Meilee Green
#FDF9A4,S1183,Pineapple
#FAE556,S1184,Soft Yellow
#FBF233,S1185,Yellow
#F0E6DD,S1186,Palest Ivory
#F2EDE9,S1187,Natural White
#FAF7FE,S1188,Silver Blue
#DBC1B5,S1189,Peach Whip
#86645D,S1190,Medium Brown
#FEF6FA,S1191,Blush
#D1D9D7,S1192,Illusion Blue
#B8B7BC,S1193,Pale Sterling Grey
#E4C1B7,S1194,Pale Orange
#EDE3AE,S1195,PaleYellow
#B1A556,S1196,Khaki Green / Medium
#E7B35D,S1197,Golden Cream
#8D4D33,S1198,Dirty Penny
#AB5223,S1199,Light Cinnamon
#D96744,S1200,Dark Coral
#DE533F,S1201,Orange
#DEAC71,S1202,Sierra Light
#FCFCFF,S1203,Sea Bleu Very Light
#F7F8E8,S1204,Off White
#FDFDF5,S1205,Eggshell
#A38E92,S1206,Light Brown
#B6B392,S1207,Old Lace
#F5F6EE,S1208,Palest Ivory
#B8B9AD,S1209,Skylight
#94879E,S1210,Ocean Bleu
#1BD5BB,S1211,Turquoise
#F3F854,S1212,Daffodil
#8F9D36,S1213,MD Lime
#152C7C,S1214,Provence
#202129,S1215,Mysterioso
#FB41BC,S1216,Deep Pink
#960A24,S1217,Baked Cherry
#F90F73,S1218,Fuschia
#8A1867,S1219,Traffic Purple
#FBFBC7,S1220,Pale Lemon
#CADAA0,S1221,Flite Green
#7CBA91,S1222,Mint Green
#5A9557,S1223,Holly Green
#20B396,S1224,Bluestone
#0CA552,S1225,Light Kelly
#059667,S1226,Shamrock
#4779E3,S1227,Azure
#4F58C8,S1228,Marine Blue
#416DE4,S1229,Dolphin Blue
#241978,S1230,Purple Twist
#FCF1FB,S1231,Siberian Iris
#E0E6F6,S1232,Violet Tint White
#BBACF5,S1233,Cristy Blue
#F90B5E,S1234,Dark Pink
#EBFA5F,S1235,Green Gold
#06D8B5,S1236,DKST Blue Gray
#197B5E,S1237,Jade
#31524F,S1238,Enchanted Sea
#E5E57C,S1239,clWhite
#BEAA51,S1240,Golden Olive Light
#0CC4F3,S1241,Peacock
#1081E1,S1242,Medium Royal Blue
#8464E3,S1243,Marine Blue
#BA85D1,S1244,Heather
#7752AF,S1245,Medium Bleuberry
#6F3DAF,S1246,Blue Lilac
#FAFFD8,S1247,Jonquil Very Light
#FCF796,S1248,Gold
#F7E871,S1249,Harvest Gold
#FFF2FF,S1250,Siberian Iris
#FC6BB8,S1251,Floral Pink
#FB217B,S1252,Hot Pink
#FFE3FC,S1253,White
