color,number,comment
#D3BC56,982,Light Gold
#AEBE20,983,Green Onion
#C8E1A7,984,Seedling
#C4DD89,985,Green Apple
#6DB33F,988,Cilantro
#00A64E,990,Verde Broght Green
#00723F,992,Jungle Green
#00513A,995,Spruce
#2C2E92,1031,Vintage Grapes
#F0F2E5,1140,Maize 4
#AFAA94,1141,Muslin
#E4BB83,1145,Straw
#E4D7B5,1146,Tan 2
#C3BBA8,1147,Blonde
#CDB899,1148,Tan 3
#969A83,1149,Pewter
#62462E,1152,Coffee 2
#005DA3,1163,Chicory
#8AC73E,1183,Erin Green
#B20137,1240,Carolina Red
#98012E,1241,Cranberry 3
#770133,1243,Russet 3
#714992,1313,Orchid Bouquet
#762282,1323,Orchid
#8872B2,1324,Tulip 3
#47479D,1331,Vintage Grapes 2
#005267,1386,Enchanted Sea
#004EA1,1423,Light Royal 2
#877B6B,1520,Antelope
#5F3D21,1527,Twig 2
#774500,1545,Nutmeg 3
#B49859,1552,New Gold
#00A77C,1615,Seafoam
#A6CE37,1619,Green Apple 2
#BFC0C2,1707,Silver
#BBBCBE,1708,Moonlight
#A0A1A5,1710,Zinc
#7D8182,1713,Ash 2
#696A6F,1716,Dark Grey 2
#00519B,2031,Night Horizon
#0091D4,2093,Baltic Blue
#7B1544,2250,Red Jubilee
#D8A474,2518,French Beige
#B59B13,2519,Bright Gold 2
#D19E5F,2562,French Beige 2
#F47B20,3001,Paprika
#F59D87,3014,Papaya
#B4001B,3015,Cherry 2
#F1594B,3016,Country Rose 4
#995100,3142,Bronze
#007D67,3325,Lincoln Green
#8AC7DF,4004,Chambray Blue 2
#FED500,4117,Sunflower
#886D58,4371,Prairie Beige
#5ECBE2,4419,Periwinkle 3
#0066B1,4453,Blue Suede 2
#006766,4627,Azure 2
#005E60,4735,Dark Green 2
#003466,5550,Royal 2
#004B8F,5551,Cobalt Blue 2
#00284C,5552,Legion Blue 3
#1A4064,5553,Light Navy 2
#72B0D9,5554,Spa Blue
#0083AD,5555,Surf Blue
#00365C,5556,Black Pearl
#00B062,5557,Verde Bright Green 2
#4F4625,5558,Bark
#D0CACA,5559,Stainless Steel
#D1C9C7,5829,Light Silver 2
#A3D7ED,6137,Baby Blue
#6A757B,8010,Light Grey 2
